,News,Label
204,Amazon plans to open large physical retail stores in U.S. - WSJ,1
337,"UPDATE 1-India's Future Retail must take part in Amazon dispute arbitration, Singapore panel says",1
1499,Amazon partners with HTC to make smartphones: report,1
696,India's Jan palm oil imports drop as refiners switch to soft oils,0
197,UPDATE 1-Amazon discloses 20% stake in EV maker Rivian,1
765,"Ecuador oil spill affected protected area in Amazon, government says",1
1165,ANALYSIS-Amazon's Washington critics set to pounce on MGM deal,1
1105,Amazon likely to see $425 million EU privacy fine - WSJ,1
944,German union calls for Amazon workers to strike on 'Prime Day',1
179,Kerala's COVID-19 lessons for India and Modi's government,0
345,Earthquake of magnitude 5.6 strikes Myanmar-India border region – EMSC,0
819,"U.S. FTC orders Walmart, Amazon to provide information in supply chain probe",1
198,India to temporarily shift its embassy in Ukraine to Poland,0
962,"Parler sues Amazon again, alleging effort to 'destroy' app",1
756,India asks Indonesia to raise palm oil supply as prices spike - sources,0
201,Three arrested in India for online harassment of Muslim women,0
1013,"Blinken, in call with India, stresses collective condemnation of Russian invasion",0
250,"Amazon's cloud unit to create data centres, 1,000 jobs in New Zealand",1
794,BRIEF-India CCI OKs Acquisition Of Glaxosmithkline Asia Private,0
1115,INSIGHT-GameStop lures Amazon talent with grand plans and no frills,1
267,Amazon tribe suffers mercury contamination as illegal mining spreads,1
442,UPDATE 2-Amazon and others commit to using zero-carbon shipping fuels by 2040,1
770,Amazon starts on-site COVID-19 vaccination for U.S. employees,1
1345,BMW creates data hub with Amazon to boost efficiency,1
1427,Amazon's Lab126 expands in Silicon Valley,1
742,"Invoking 'Quit India', minister welcomes Amazon, Flipkart ruling",1
1536,Amazon's German workers set to go on strike,1
1025,"EMERGING MARKETS-Shares set for biggest weekly drop in six; Apple, Amazon suppliers slip",1
775,"U.S. opens safety probe into Mercedes vans used for Amazon deliveries, ambulances",1
890,India plans refiners' joint oil deals to cut import bill,0
1375,Amazon to cut Deliveroo stake to 11.5% in London IPO,1
398,"Amazon, Google face formal fake review inquiry in Britain",1
360,Ford wakes up badly burnt from its India dream,0
456,Foreign direct investment into India to stay robust - Deloitte survey,0
894,Exclusive-Amazon-backed Rivian confirms plan for second U.S. assembly plant,1
1233,Amazon to hike fees for Spanish users after new digital tax,1
1004,UPDATE 4-Amazon scores big win as India court stalls Future's $3.4 bln retail deal,1
550,Amazon to end relationship with Indian seller Cloudtail,1
1008,"German cartel office examining Google, considering cases involving Amazon, Apple, Meta",1
57,Amazon accused of violating U.S. labor law after union supporters' arrests,1
565,Amazon tells Indian court - Reuters story is no reason to resume antitrust probe,1
50,India revokes patent for PepsiCo's Lay's potatoes,0
1609,Amazon allowed by law to undercut Australian businesses - regulator,1
31,"India's daily COVID-19 cases rise by 27,553",0
999,Goa's beaches packed with domestic tourists as India tightens COVID rules,0
701,"Schiff presses Facebook, Amazon on efforts to curb COVID-19 vaccine misinformation",1
1618,Amazon to allow Apple Music on its Echo speakers,1
123,"India reports 42,909 new COVID-19 infections",0
508,Amazon investigating kickback allegation at India unit - source,1
741,UPDATE 1-Elections in India's most populous state to start in Feb. 10,0
1308,Hearing on objections to Amazon union election to start May 7 -labor group,1
1207,"Facebook, Amazon not in discussions to broadcast Super League",1
1214,"Shell, Mitsubishi unit Eneco to supply wind power to Amazon's European facilities",1
33,Amazon discloses 20% stake in EV maker Rivian,1
213,A Myanmar family flees to India with no plans to return soon,0
739,Brazil renews protection of little-seen Amazon tribe for six months,1
543,Sony gaming division taps Amazon lawyer as GC,1
750,India's February WPI inflation accelerates to 13.11% y/y,0
1402,Labor board finds Amazon illegally fired activist workers - NYT,1
1051,EXCLUSIVE-India watchdog accuses Amazon of concealing facts in deal for Future Group unit,1
135,Wistron partners with India's Optiemus in boost for electronics manufacturing,0
854,EXCLUSIVE-Amazon to secure unconditional EU approval for $8.5 bln MGM buy - sources,1
56,India reports outbreak of H5N1 bird flu - OIE,0
992,Amazon loses bid to stop New York from probing COVID-19 standards,1
914,India cuts import taxes on vegetable oils to calm prices,0
226,U.S. lawmakers call for privacy legislation after Reuters report on Amazon lobbying,1
167,"Omicron spreads in India, full vaccination in focus",0
726,Amazon calls on India not to alter e-commerce investment rules - sources,1
790,India antitrust body says Reuters story corroborates evidence in probe of Amazon,1
158,"Indian court halts Amazon, Future arbitration in blow to U.S. giant",1
1281,"Amazon union election to start in February, U.S. labor board says",1
687,UPDATE 1-Amazon gets 9 ULA satellite launch vehicles for broadband internet program,1
229,Arbitration panel rejects Future's plea on Reliance deal in dispute with Amazon,1
473,MEDIA-Amazon to begin selling its own food range online in UK - Telegraph,1
1430,Amazon unveils 3D 'Fire' phone,1
927,India's Gennova working on Omicron-specific COVID-19 vaccine - source,0
255,FEATURE-Defending the Amazon: How indigenous culture protects Colombia's rainforest,1
917,EXCLUSIVE-ING will not finance oil in Peru amid indigenous calls to end Amazon trade,1
191,'The shops are gone': How Reliance stunned Amazon in battle for India's Future Retail,1
938,India may announce overseas listing rules in next budget - govt official,0
407,India unveils $10 bln plan to woo semiconductor and display makers,0
14,"Amazon surges as stock split, buyback excite investors",1
1035,India's Modi orders review of reopening on Omicron COVID concerns,0
420,Amazon to invest $3 billion to open data centres in Spain in 2022,1
651,"REUTERS IMPACT-Protecting indigenous people key to saving Amazon, say environmentalists",1
653,India's Future Group shares jump after arbitration with Amazon halted,1
503,Amazon's Twitch hit by data breach,1
566,Amazon aims to double U.S. Black employees in leadership this year,1
1273,Amazon stops alcohol sales in Northern Ireland due to Brexit rules: ITV,1
1563,Amazon to open shipping centre in Czech Republic - report,1
1029,"US STOCKS-Wall Street turns higher in seesaw session, Amazon earnings stall tech rout",1
156,Amazon workers eligible to hold union election at New York warehouse -NLRB,1
1292,UPDATE 3-Amazon's billionaire founder Jeff Bezos to fly to space next month,1
755,"In Peru's Amazon, 'forgotten' tribes discover COVID-19 as vaccines arrive",1
870,"UPDATE 1-New York accuses Amazon of backsliding over worker safety, seeks monitor",1
117,Amazon investigating kickback allegation at India unit - source,0
445,Amazon urges end to New York lawsuit over COVID-19 standards at warehouses,1
44,UPDATE 3-Amazon is exploring offer for Peloton -source,1
807,India's Zee accuses Invesco of double standards in Sony merger,0
1080,"UPDATE 1-Amazon eyes potential stake in Indian film, media businesses; Inox denies report",1
1440,NFL's Thursday Night Football to now stream on Amazon Prime Video from 2022,1
750,"Amazon's cloud unit to create data centres, 1,000 jobs in New Zealand",1
1315,Amazon scores Indian win as court freezes Future's $3.4 billion retail deal,1
66,"India reports 41,965 new COVID-19 cases",0
494,"UPDATE 2-Indian court deals blow to Amazon, Walmart's Flipkart in antitrust case",1
178,India Insight: Silicon Valley-style success bites,0
1619,Fired Amazon worker files discrimination lawsuit over pandemic conditions,1
1575,Amazon says studio executive Joe Lewis resigns,1
911,India hosts first regional meeting on Afghanistan since Taliban takeover,0
293,Russia says U.S. trying to undermine deal on S-400 supplies to India,0
55,India's trade deficit in October narrows to $19.9 billion,0
380,"LatAm, U.S. shares in India's oil imports rise; MidEast, Africa down",0
121,Union group says U.S. should reject Amazon's plan to buy MGM,1
683,India's new COVID-19 cases jump to two-month high,0
988,"ANALYSIS-Ukraine crisis could disrupt India's spending plans, economic recovery",0
895,Amazon asks India antitrust body to revoke Reliance-Future deal approval,0
115,India says it accidentally fired missile into Pakistan,0
0,Amazon launches Prime service in Poland,1
1323,Amazon scores Indian win as court freezes Future's $3.4 billion retail deal,1
194,"Amazon UK to hire 20,000 temporary workers for festive season",1
702,Biodiversity guru Thomas Lovejoy warns of peril to Amazon forest's 'living library',1
372,India says V Anantha Nageswaran named chief economic adviser,0
1485,BRIEF-Splunk Announces New Integrations With Amazon,1
901,India's July infrastructure output grows 9.4% y/y,0
588,India plans to ask state-run banks to expand lending to boost demand,0
1285,BRIEF-Amazon introduces Amazon Fire Tv,1
574,India turns to Brazil for soyoil amid Ukraine crisis; exports soar,0
649,Amazon settles California claims it concealed COVID-19 cases from workers,1
636,UPDATE 2-Amazon settles with employees allegedly fired for criticizing working conditions,1
1151,Beyond Meat names Amazon veteran Phil Hardin as CFO,1
64,Amazon worker group in New York withdraws petition for union vote,1
492,Amazon wins $303 million court fight in blow to EU tax crusade,1
1419,German watchdog launches new investigation into Amazon: report,1
864,"India's new COVID-19 cases hit seven-month high of 117,100",0
1510,EU watchdog targets Amazon's Luxembourg tax deals,1
121,"India reports 25,166 new COVID-19 cases",0
135,Amazon workers eligible to hold union election at New York warehouse -NLRB,1
111,"India reports 36,571 new coronavirus cases",0
435,Timeline: Amazon's major acquisitions over the years,1
1099,U.S. judge ends Amazon challenge to $10 billion cloud contract after Pentagon cancellation,1
1445,Amazon faces backlash from Indian ruling party lawmakers over web series 'Tandav',1
1490,Amazon developing pay-TV streaming service -report,1
400,"India antitrust probe finds Google abused Android dominance, report shows",0
1593,FTC probing allegations of Amazon's deceptive discounting,1
1087,"UPDATE 2-U.S. opens safety probe into Mercedes vans used for Amazon deliveries, ambulances",1
645,ANALYSIS-Amazon defies break-up wave sweeping conglomerates,1
1268,Shell enters supply deal with Amazon to provide renewable energy,1
1428,"Amazon launches ""marketplace model"" in India",1
382,"India antitrust probe finds Google abused Android dominance, report shows",0
1100,U.S. judge ends Amazon challenge to $10 billion cloud contract after Pentagon cancellation,1
1198,"Amazon bucks UK's grim labour market with 1,000 apprenticeships",1
549,Deforestation of Brazilian Amazon rises in September -satellite data,1
731,"Invoking 'Quit India', minister welcomes Amazon, Flipkart ruling",1
